Player,ESPN_Player_ID,Representative_Team,Photo_URL,ESPN_Profile_URL
G Coetzee,3204c99f,Gujarat Titans,https://a.espncdn.com/i/headshots/cricket/players/full/3204c99f.png,https://www.espncricinfo.com/cricketers/g-coetzee-3204c99f
G Gambhir,bb345e0b,Delhi Daredevils,https://a.espncdn.com/i/headshots/cricket/players/full/bb345e0b.png,https://www.espncricinfo.com/cricketers/g-gambhir-bb345e0b
GB Hogg,f708a0bc,Kolkata Knight Riders,https://a.espncdn.com/i/headshots/cricket/players/full/f708a0bc.png,https://www.espncricinfo.com/cricketers/gb-hogg-f708a0bc
GC Smith,72861603,Pune Warriors,https://a.espncdn.com/i/headshots/cricket/players/full/72861603.png,https://www.espncricinfo.com/cricketers/gc-smith-72861603
GC Viljoen,a316d663,Kings XI Punjab,https://a.espncdn.com/i/headshots/cricket/players/full/a316d663.png,https://www.espncricinfo.com/cricketers/gc-viljoen-a316d663
GD McGrath,ee7d0c82,Delhi Daredevils,https://a.espncdn.com/i/headshots/cricket/players/full/ee7d0c82.png,https://www.espncricinfo.com/cricketers/gd-mcgrath-ee7d0c82
GD Phillips,9a46c4e5,Gujarat Titans,https://a.espncdn.com/i/headshots/cricket/players/full/9a46c4e5.png,https://www.espncricinfo.com/cricketers/gd-phillips-9a46c4e5
GF Linde,e5437608,Lucknow Super Giants,https://a.espncdn.com/i/headshots/cricket/players/full/e5437608.png,https://www.espncricinfo.com/cricketers/gf-linde-e5437608
GH Vihari,94253925,Delhi Capitals,https://a.espncdn.com/i/headshots/cricket/players/full/94253925.png,https://www.espncricinfo.com/cricketers/gh-vihari-94253925
GHS Garton,be869ccf,Royal Challengers Bangalore,https://a.espncdn.com/i/headshots/cricket/players/full/be869ccf.png,https://www.espncricinfo.com/cricketers/ghs-garton-be869ccf
GJ Bailey,5056011d,Chennai Super Kings,https://a.espncdn.com/i/headshots/cricket/players/full/5056011d.png,https://www.espncricinfo.com/cricketers/gj-bailey-5056011d
GJ Maxwell,b681e71e,Delhi Daredevils,https://a.espncdn.com/i/headshots/cricket/players/full/b681e71e.png,https://www.espncricinfo.com/cricketers/gj-maxwell-b681e71e
GR Napier,611926bc,Mumbai Indians,https://a.espncdn.com/i/headshots/cricket/players/full/611926bc.png,https://www.espncricinfo.com/cricketers/gr-napier-611926bc
GS Sandhu,1558d83b,Delhi Daredevils,https://a.espncdn.com/i/headshots/cricket/players/full/1558d83b.png,https://www.espncricinfo.com/cricketers/gs-sandhu-1558d83b
Gagandeep Singh,890de8cb,Kings XI Punjab,https://a.espncdn.com/i/headshots/cricket/players/full/890de8cb.png,https://www.espncricinfo.com/cricketers/gagandeep-singh-890de8cb
Gulbadin Naib,9f77963a,Delhi Capitals,https://a.espncdn.com/i/headshots/cricket/players/full/9f77963a.png,https://www.espncricinfo.com/cricketers/gulbadin-naib-9f77963a
Gurjapneet Singh,cc61ee8f,Chennai Super Kings,https://a.espncdn.com/i/headshots/cricket/players/full/cc61ee8f.png,https://www.espncricinfo.com/cricketers/gurjapneet-singh-cc61ee8f
Gurkeerat Singh,6eb146d2,Kings XI Punjab,https://a.espncdn.com/i/headshots/cricket/players/full/6eb146d2.png,https://www.espncricinfo.com/cricketers/gurkeerat-singh-6eb146d2
Gurnoor Brar,99258814,Punjab Kings,https://a.espncdn.com/i/headshots/cricket/players/full/99258814.png,https://www.espncricinfo.com/cricketers/gurnoor-brar-99258814
H Das,0ed0cdbf,Deccan Chargers,https://a.espncdn.com/i/headshots/cricket/players/full/0ed0cdbf.png,https://www.espncricinfo.com/cricketers/h-das-0ed0cdbf
H Klaasen,235c2bb6,Rajasthan Royals,https://a.espncdn.com/i/headshots/cricket/players/full/235c2bb6.png,https://www.espncricinfo.com/cricketers/h-klaasen-235c2bb6
H Sharma,52294a79,Royal Challengers Bangalore,https://a.espncdn.com/i/headshots/cricket/players/full/52294a79.png,https://www.espncricinfo.com/cricketers/h-sharma-52294a79
HC Brook,4ae1755b,Sunrisers Hyderabad,https://a.espncdn.com/i/headshots/cricket/players/full/4ae1755b.png,https://www.espncricinfo.com/cricketers/hc-brook-4ae1755b
HE van der Dussen,9948e262,Rajasthan Royals,https://a.espncdn.com/i/headshots/cricket/players/full/9948e262.png,https://www.espncricinfo.com/cricketers/he-van-der-dussen-9948e262
HF Gurney,e412cb64,Kolkata Knight Riders,https://a.espncdn.com/i/headshots/cricket/players/full/e412cb64.png,https://www.espncricinfo.com/cricketers/hf-gurney-e412cb64
HH Gibbs,e1d1b294,Deccan Chargers,https://a.espncdn.com/i/headshots/cricket/players/full/e1d1b294.png,https://www.espncricinfo.com/cricketers/hh-gibbs-e1d1b294
HH Pandya,dbe50b21,Gujarat Titans,https://a.espncdn.com/i/headshots/cricket/players/full/dbe50b21.png,https://www.espncricinfo.com/cricketers/hh-pandya-dbe50b21
HM Amla,e798611a,Kings XI Punjab,https://a.espncdn.com/i/headshots/cricket/players/full/e798611a.png,https://www.espncricinfo.com/cricketers/hm-amla-e798611a
HR Shokeen,0c9652b0,Mumbai Indians,https://a.espncdn.com/i/headshots/cricket/players/full/0c9652b0.png,https://www.espncricinfo.com/cricketers/hr-shokeen-0c9652b0
HV Patel,f986ca1a,Delhi Capitals,https://a.espncdn.com/i/headshots/cricket/players/full/f986ca1a.png,https://www.espncricinfo.com/cricketers/hv-patel-f986ca1a
Harbhajan Singh,8b5b6769,Chennai Super Kings,https://a.espncdn.com/i/headshots/cricket/players/full/8b5b6769.png,https://www.espncricinfo.com/cricketers/harbhajan-singh-8b5b6769
Harmeet Singh,0bf15e52,Rajasthan Royals,https://a.espncdn.com/i/headshots/cricket/players/full/0bf15e52.png,https://www.espncricinfo.com/cricketers/harmeet-singh-0bf15e52
Harmeet Singh,2a72fd4f,Deccan Chargers,https://a.espncdn.com/i/headshots/cricket/players/full/2a72fd4f.png,https://www.espncricinfo.com/cricketers/harmeet-singh-2a72fd4f
Harpreet Brar,c05edf8e,Kings XI Punjab,https://a.espncdn.com/i/headshots/cricket/players/full/c05edf8e.png,https://www.espncricinfo.com/cricketers/harpreet-brar-c05edf8e
Harpreet Singh,28c78fb3,Kolkata Knight Riders,https://a.espncdn.com/i/headshots/cricket/players/full/28c78fb3.png,https://www.espncricinfo.com/cricketers/harpreet-singh-28c78fb3
Harsh Dubey,25228673,Sunrisers Hyderabad,https://a.espncdn.com/i/headshots/cricket/players/full/25228673.png,https://www.espncricinfo.com/cricketers/harsh-dubey-25228673
Harshit Rana,77b1aa15,Kolkata Knight Riders,https://a.espncdn.com/i/headshots/cricket/players/full/77b1aa15.png,https://www.espncricinfo.com/cricketers/harshit-rana-77b1aa15
Himmat Singh,ebcfef83,Lucknow Super Giants,https://a.espncdn.com/i/headshots/cricket/players/full/ebcfef83.png,https://www.espncricinfo.com/cricketers/himmat-singh-ebcfef83
I Malhotra,943fd425,Deccan Chargers,https://a.espncdn.com/i/headshots/cricket/players/full/943fd425.png,https://www.espncricinfo.com/cricketers/i-malhotra-943fd425
I Sharma,5bb1a1c4,Deccan Chargers,https://a.espncdn.com/i/headshots/cricket/players/full/5bb1a1c4.png,https://www.espncricinfo.com/cricketers/i-sharma-5bb1a1c4
I Udana,ac5ae4af,Royal Challengers Bangalore,https://a.espncdn.com/i/headshots/cricket/players/full/ac5ae4af.png,https://www.espncricinfo.com/cricketers/i-udana-ac5ae4af
IC Pandey,e0407c01,Chennai Super Kings,https://a.espncdn.com/i/headshots/cricket/players/full/e0407c01.png,https://www.espncricinfo.com/cricketers/ic-pandey-e0407c01
IC Porel,fdf7491e,Punjab Kings,https://a.espncdn.com/i/headshots/cricket/players/full/fdf7491e.png,https://www.espncricinfo.com/cricketers/ic-porel-fdf7491e
IK Pathan,5fa06777,Delhi Daredevils,https://a.espncdn.com/i/headshots/cricket/players/full/5fa06777.png,https://www.espncricinfo.com/cricketers/ik-pathan-5fa06777
IR Jaggi,dded65e7,Deccan Chargers,https://a.espncdn.com/i/headshots/cricket/players/full/dded65e7.png,https://www.espncricinfo.com/cricketers/ir-jaggi-dded65e7
IS Sodhi,641ac5ff,Rajasthan Royals,https://a.espncdn.com/i/headshots/cricket/players/full/641ac5ff.png,https://www.espncricinfo.com/cricketers/is-sodhi-641ac5ff
Imran Tahir,acee4cc4,Chennai Super Kings,https://a.espncdn.com/i/headshots/cricket/players/full/acee4cc4.png,https://www.espncricinfo.com/cricketers/imran-tahir-acee4cc4
Iqbal Abdulla,85aae393,Kolkata Knight Riders,https://a.espncdn.com/i/headshots/cricket/players/full/85aae393.png,https://www.espncricinfo.com/cricketers/iqbal-abdulla-85aae393
Ishan Kishan,752f7486,Gujarat Lions,https://a.espncdn.com/i/headshots/cricket/players/full/752f7486.png,https://www.espncricinfo.com/cricketers/ishan-kishan-752f7486
J Arunkumar,f663ef00,Royal Challengers Bangalore,https://a.espncdn.com/i/headshots/cricket/players/full/f663ef00.png,https://www.espncricinfo.com/cricketers/j-arunkumar-f663ef00
J Botha,7c503806,Delhi Daredevils,https://a.espncdn.com/i/headshots/cricket/players/full/7c503806.png,https://www.espncricinfo.com/cricketers/j-botha-7c503806
J Fraser-McGurk,9b6e1b3f,Delhi Capitals,https://a.espncdn.com/i/headshots/cricket/players/full/9b6e1b3f.png,https://www.espncricinfo.com/cricketers/j-fraser-mcgurk-9b6e1b3f
J Little,9061a703,Gujarat Titans,https://a.espncdn.com/i/headshots/cricket/players/full/9061a703.png,https://www.espncricinfo.com/cricketers/j-little-9061a703
J Overton,59559bc2,Chennai Super Kings,https://a.espncdn.com/i/headshots/cricket/players/full/59559bc2.png,https://www.espncricinfo.com/cricketers/j-overton-59559bc2
J Suchith,4125d931,Delhi Capitals,https://a.espncdn.com/i/headshots/cricket/players/full/4125d931.png,https://www.espncricinfo.com/cricketers/j-suchith-4125d931
J Syed Mohammad,c64c2443,Royal Challengers Bangalore,https://a.espncdn.com/i/headshots/cricket/players/full/c64c2443.png,https://www.espncricinfo.com/cricketers/j-syed-mohammad-c64c2443
J Theron,dec8e038,Deccan Chargers,https://a.espncdn.com/i/headshots/cricket/players/full/dec8e038.png,https://www.espncricinfo.com/cricketers/j-theron-dec8e038
J Yadav,81049310,Delhi Daredevils,https://a.espncdn.com/i/headshots/cricket/players/full/81049310.png,https://www.espncricinfo.com/cricketers/j-yadav-81049310
JA Duffy,dadbdb68,Royal Challengers Bengaluru,https://a.espncdn.com/i/headshots/cricket/players/full/dadbdb68.png,https://www.espncricinfo.com/cricketers/ja-duffy-dadbdb68
JA Morkel,c3d35165,Chennai Super Kings,https://a.espncdn.com/i/headshots/cricket/players/full/c3d35165.png,https://www.espncricinfo.com/cricketers/ja-morkel-c3d35165
JA Richardson,1ee08e9a,Delhi Capitals,https://a.espncdn.com/i/headshots/cricket/players/full/1ee08e9a.png,https://www.espncricinfo.com/cricketers/ja-richardson-1ee08e9a
JC Archer,5574750c,Mumbai Indians,https://a.espncdn.com/i/headshots/cricket/players/full/5574750c.png,https://www.espncricinfo.com/cricketers/jc-archer-5574750c
JC Buttler,99b75528,Gujarat Titans,https://a.espncdn.com/i/headshots/cricket/players/full/99b75528.png,https://www.espncricinfo.com/cricketers/jc-buttler-99b75528
JD Ryder,91ffa6c6,Pune Warriors,https://a.espncdn.com/i/headshots/cricket/players/full/91ffa6c6.png,https://www.espncricinfo.com/cricketers/jd-ryder-91ffa6c6
JD Unadkat,1e66c162,Delhi Daredevils,https://a.espncdn.com/i/headshots/cricket/players/full/1e66c162.png,https://www.espncricinfo.com/cricketers/jd-unadkat-1e66c162
JDP Oram,3eac9d95,Chennai Super Kings,https://a.espncdn.com/i/headshots/cricket/players/full/3eac9d95.png,https://www.espncricinfo.com/cricketers/jdp-oram-3eac9d95
JDS Neesham,9219eff0,Delhi Daredevils,https://a.espncdn.com/i/headshots/cricket/players/full/9219eff0.png,https://www.espncricinfo.com/cricketers/jds-neesham-9219eff0
JE Root,a343262c,Rajasthan Royals,https://a.espncdn.com/i/headshots/cricket/players/full/a343262c.png,https://www.espncricinfo.com/cricketers/je-root-a343262c
JE Taylor,4180d897,Pune Warriors,https://a.espncdn.com/i/headshots/cricket/players/full/4180d897.png,https://www.espncricinfo.com/cricketers/je-taylor-4180d897
JEC Franklin,cf73ad76,Mumbai Indians,https://a.espncdn.com/i/headshots/cricket/players/full/cf73ad76.png,https://www.espncricinfo.com/cricketers/jec-franklin-cf73ad76
JG Bethell,3c55c703,Royal Challengers Bengaluru,https://a.espncdn.com/i/headshots/cricket/players/full/3c55c703.png,https://www.espncricinfo.com/cricketers/jg-bethell-3c55c703
JH Kallis,86dc8f2e,Kolkata Knight Riders,https://a.espncdn.com/i/headshots/cricket/players/full/86dc8f2e.png,https://www.espncricinfo.com/cricketers/jh-kallis-86dc8f2e
JJ Bumrah,462411b3,Mumbai Indians,https://a.espncdn.com/i/headshots/cricket/players/full/462411b3.png,https://www.espncricinfo.com/cricketers/jj-bumrah-462411b3
JJ Roy,d1c36f5c,Delhi Daredevils,https://a.espncdn.com/i/headshots/cricket/players/full/d1c36f5c.png,https://www.espncricinfo.com/cricketers/jj-roy-d1c36f5c
JJ van der Wath,6821ac10,Royal Challengers Bangalore,https://a.espncdn.com/i/headshots/cricket/players/full/6821ac10.png,https://www.espncricinfo.com/cricketers/jj-van-der-wath-6821ac10
JL Denly,bdadf7da,Kolkata Knight Riders,https://a.espncdn.com/i/headshots/cricket/players/full/bdadf7da.png,https://www.espncricinfo.com/cricketers/jl-denly-bdadf7da
JL Pattinson,f752db61,Mumbai Indians,https://a.espncdn.com/i/headshots/cricket/players/full/f752db61.png,https://www.espncricinfo.com/cricketers/jl-pattinson-f752db61
JM Bairstow,abb83e27,Mumbai Indians,https://a.espncdn.com/i/headshots/cricket/players/full/abb83e27.png,https://www.espncricinfo.com/cricketers/jm-bairstow-abb83e27
JM Kemp,6581d753,Chennai Super Kings,https://a.espncdn.com/i/headshots/cricket/players/full/6581d753.png,https://www.espncricinfo.com/cricketers/jm-kemp-6581d753
JM Sharma,800d2d97,Punjab Kings,https://a.espncdn.com/i/headshots/cricket/players/full/800d2d97.png,https://www.espncricinfo.com/cricketers/jm-sharma-800d2d97
JO Holder,0f721006,Chennai Super Kings,https://a.espncdn.com/i/headshots/cricket/players/full/0f721006.png,https://www.espncricinfo.com/cricketers/jo-holder-0f721006
JP Behrendorff,4933f499,Mumbai Indians,https://a.espncdn.com/i/headshots/cricket/players/full/4933f499.png,https://www.espncricinfo.com/cricketers/jp-behrendorff-4933f499
JP Duminy,2e8994e7,Deccan Chargers,https://a.espncdn.com/i/headshots/cricket/players/full/2e8994e7.png,https://www.espncricinfo.com/cricketers/jp-duminy-2e8994e7
JP Faulkner,808f425a,Gujarat Lions,https://a.espncdn.com/i/headshots/cricket/players/full/808f425a.png,https://www.espncricinfo.com/cricketers/jp-faulkner-808f425a
JP Inglis,989889ff,Lucknow Super Giants,https://a.espncdn.com/i/headshots/cricket/players/full/989889ff.png,https://www.espncricinfo.com/cricketers/jp-inglis-989889ff
JPR Scantlebury-Searles,99ed60f8,Kolkata Knight Riders,https://a.espncdn.com/i/headshots/cricket/players/full/99ed60f8.png,https://www.espncricinfo.com/cricketers/jpr-scantlebury-searles-99ed60f8
JR Hazlewood,03806cf8,Chennai Super Kings,https://a.espncdn.com/i/headshots/cricket/players/full/03806cf8.png,https://www.espncricinfo.com/cricketers/jr-hazlewood-03806cf8
JR Hopes,2498e163,Delhi Daredevils,https://a.espncdn.com/i/headshots/cricket/players/full/2498e163.png,https://www.espncricinfo.com/cricketers/jr-hopes-2498e163
JR Philippe,39086549,Royal Challengers Bangalore,https://a.espncdn.com/i/headshots/cricket/players/full/39086549.png,https://www.espncricinfo.com/cricketers/jr-philippe-39086549
JW Hastings,012829ff,Chennai Super Kings,https://a.espncdn.com/i/headshots/cricket/players/full/012829ff.png,https://www.espncricinfo.com/cricketers/jw-hastings-012829ff
Jalaj S Saxena,249abedf,Punjab Kings,https://a.espncdn.com/i/headshots/cricket/players/full/249abedf.png,https://www.espncricinfo.com/cricketers/jalaj-s-saxena-249abedf
Jaskaran Singh,d7b3a420,Deccan Chargers,https://a.espncdn.com/i/headshots/cricket/players/full/d7b3a420.png,https://www.espncricinfo.com/cricketers/jaskaran-singh-d7b3a420
Joginder Sharma,9f961c14,Chennai Super Kings,https://a.espncdn.com/i/headshots/cricket/players/full/9f961c14.png,https://www.espncricinfo.com/cricketers/joginder-sharma-9f961c14
K Goel,a1f1829d,Kings XI Punjab,https://a.espncdn.com/i/headshots/cricket/players/full/a1f1829d.png,https://www.espncricinfo.com/cricketers/k-goel-a1f1829d
K Gowtham,90de905a,Kings XI Punjab,https://a.espncdn.com/i/headshots/cricket/players/full/90de905a.png,https://www.espncricinfo.com/cricketers/k-gowtham-90de905a
K Kartikeya,f6d8a7ab,Mumbai Indians,https://a.espncdn.com/i/headshots/cricket/players/full/f6d8a7ab.png,https://www.espncricinfo.com/cricketers/k-kartikeya-f6d8a7ab
K Khejroliya,fa2f1dde,Gujarat Titans,https://a.espncdn.com/i/headshots/cricket/players/full/fa2f1dde.png,https://www.espncricinfo.com/cricketers/k-khejroliya-fa2f1dde
K Rabada,e62dd25d,Delhi Capitals,https://a.espncdn.com/i/headshots/cricket/players/full/e62dd25d.png,https://www.espncricinfo.com/cricketers/k-rabada-e62dd25d
K Santokie,531f0278,Mumbai Indians,https://a.espncdn.com/i/headshots/cricket/players/full/531f0278.png,https://www.espncricinfo.com/cricketers/k-santokie-531f0278
K Upadhyay,27e71d47,Pune Warriors,https://a.espncdn.com/i/headshots/cricket/players/full/27e71d47.png,https://www.espncricinfo.com/cricketers/k-upadhyay-27e71d47
K Yadav,030f3089,Rajasthan Royals,https://a.espncdn.com/i/headshots/cricket/players/full/030f3089.png,https://www.espncricinfo.com/cricketers/k-yadav-030f3089
KA Jamieson,68c56d09,Delhi Capitals,https://a.espncdn.com/i/headshots/cricket/players/full/68c56d09.png,https://www.espncricinfo.com/cricketers/ka-jamieson-68c56d09
KA Maharaj,0b60eb09,Rajasthan Royals,https://a.espncdn.com/i/headshots/cricket/players/full/0b60eb09.png,https://www.espncricinfo.com/cricketers/ka-maharaj-0b60eb09
KA Pollard,a757b0d8,Mumbai Indians,https://a.espncdn.com/i/headshots/cricket/players/full/a757b0d8.png,https://www.espncricinfo.com/cricketers/ka-pollard-a757b0d8
KAJ Roach,78eb4223,Deccan Chargers,https://a.espncdn.com/i/headshots/cricket/players/full/78eb4223.png,https://www.espncricinfo.com/cricketers/kaj-roach-78eb4223
KB Arun Karthik,7daedf2f,Chennai Super Kings,https://a.espncdn.com/i/headshots/cricket/players/full/7daedf2f.png,https://www.espncricinfo.com/cricketers/kb-arun-karthik-7daedf2f
KC Cariappa,edb3d4f8,Kings XI Punjab,https://a.espncdn.com/i/headshots/cricket/players/full/edb3d4f8.png,https://www.espncricinfo.com/cricketers/kc-cariappa-edb3d4f8
KC Sangakkara,6b71e6cf,Deccan Chargers,https://a.espncdn.com/i/headshots/cricket/players/full/6b71e6cf.png,https://www.espncricinfo.com/cricketers/kc-sangakkara-6b71e6cf
KD Karthik,c03f1114,Delhi Daredevils,https://a.espncdn.com/i/headshots/cricket/players/full/c03f1114.png,https://www.espncricinfo.com/cricketers/kd-karthik-c03f1114
KH Devdhar,62e07f92,Deccan Chargers,https://a.espncdn.com/i/headshots/cricket/players/full/62e07f92.png,https://www.espncricinfo.com/cricketers/kh-devdhar-62e07f92
KH Pandya,5b8c830e,Lucknow Super Giants,https://a.espncdn.com/i/headshots/cricket/players/full/5b8c830e.png,https://www.espncricinfo.com/cricketers/kh-pandya-5b8c830e
KJ Abbott,a9da7784,Kings XI Punjab,https://a.espncdn.com/i/headshots/cricket/players/full/a9da7784.png,https://www.espncricinfo.com/cricketers/kj-abbott-a9da7784
KK Ahmed,a2f46292,Chennai Super Kings,https://a.espncdn.com/i/headshots/cricket/players/full/a2f46292.png,https://www.espncricinfo.com/cricketers/kk-ahmed-a2f46292
KK Cooper,557153ca,Rajasthan Royals,https://a.espncdn.com/i/headshots/cricket/players/full/557153ca.png,https://www.espncricinfo.com/cricketers/kk-cooper-557153ca
KK Nair,944533a5,Delhi Capitals,https://a.espncdn.com/i/headshots/cricket/players/full/944533a5.png,https://www.espncricinfo.com/cricketers/kk-nair-944533a5
KL Nagarkoti,b4f5c2d9,Delhi Capitals,https://a.espncdn.com/i/headshots/cricket/players/full/b4f5c2d9.png,https://www.espncricinfo.com/cricketers/kl-nagarkoti-b4f5c2d9
KL Rahul,b17e2f24,Delhi Capitals,https://a.espncdn.com/i/headshots/cricket/players/full/b17e2f24.png,https://www.espncricinfo.com/cricketers/kl-rahul-b17e2f24
KM Asif,798cc28e,Chennai Super Kings,https://a.espncdn.com/i/headshots/cricket/players/full/798cc28e.png,https://www.espncricinfo.com/cricketers/km-asif-798cc28e
KM Jadhav,99d63244,Chennai Super Kings,https://a.espncdn.com/i/headshots/cricket/players/full/99d63244.png,https://www.espncricinfo.com/cricketers/km-jadhav-99d63244
KMA Paul,75224f22,Delhi Capitals,https://a.espncdn.com/i/headshots/cricket/players/full/75224f22.png,https://www.espncricinfo.com/cricketers/kma-paul-75224f22
KMDN Kulasekara,469ea22b,Chennai Super Kings,https://a.espncdn.com/i/headshots/cricket/players/full/469ea22b.png,https://www.espncricinfo.com/cricketers/kmdn-kulasekara-469ea22b
KP Appanna,d92e42f5,Royal Challengers Bangalore,https://a.espncdn.com/i/headshots/cricket/players/full/d92e42f5.png,https://www.espncricinfo.com/cricketers/kp-appanna-d92e42f5
KP Pietersen,39f01cdb,Delhi Daredevils,https://a.espncdn.com/i/headshots/cricket/players/full/39f01cdb.png,https://www.espncricinfo.com/cricketers/kp-pietersen-39f01cdb
KR Mayers,73c18486,Lucknow Super Giants,https://a.espncdn.com/i/headshots/cricket/players/full/73c18486.png,https://www.espncricinfo.com/cricketers/kr-mayers-73c18486
KR Sen,2e78f685,Rajasthan Royals,https://a.espncdn.com/i/headshots/cricket/players/full/2e78f685.png,https://www.espncricinfo.com/cricketers/kr-sen-2e78f685
KS Bharat,44a89551,Delhi Capitals,https://a.espncdn.com/i/headshots/cricket/players/full/44a89551.png,https://www.espncricinfo.com/cricketers/ks-bharat-44a89551
KS Rathore,e3851766,Rajasthan Royals,https://a.espncdn.com/i/headshots/cricket/players/full/e3851766.png,https://www.espncricinfo.com/cricketers/ks-rathore-e3851766
KS Sharma,39ed0d2f,Lucknow Super Giants,https://a.espncdn.com/i/headshots/cricket/players/full/39ed0d2f.png,https://www.espncricinfo.com/cricketers/ks-sharma-39ed0d2f
KS Williamson,d027ba9f,Gujarat Titans,https://a.espncdn.com/i/headshots/cricket/players/full/d027ba9f.png,https://www.espncricinfo.com/cricketers/ks-williamson-d027ba9f
KT Maphaka,107c26fb,Mumbai Indians,https://a.espncdn.com/i/headshots/cricket/players/full/107c26fb.png,https://www.espncricinfo.com/cricketers/kt-maphaka-107c26fb
KV Sharma,119678fd,Chennai Super Kings,https://a.espncdn.com/i/headshots/cricket/players/full/119678fd.png,https://www.espncricinfo.com/cricketers/kv-sharma-119678fd
KW Richardson,dfc4d8b5,Pune Warriors,https://a.espncdn.com/i/headshots/cricket/players/full/dfc4d8b5.png,https://www.espncricinfo.com/cricketers/kw-richardson-dfc4d8b5
Kamran Akmal,ff077124,Rajasthan Royals,https://a.espncdn.com/i/headshots/cricket/players/full/ff077124.png,https://www.espncricinfo.com/cricketers/kamran-akmal-ff077124
Kamran Khan,6ef60d3a,Pune Warriors,https://a.espncdn.com/i/headshots/cricket/players/full/6ef60d3a.png,https://www.espncricinfo.com/cricketers/kamran-khan-6ef60d3a
Karanveer Singh,1647bd37,Kings XI Punjab,https://a.espncdn.com/i/headshots/cricket/players/full/1647bd37.png,https://www.espncricinfo.com/cricketers/karanveer-singh-1647bd37
Karim Janat,62175638,Gujarat Titans,https://a.espncdn.com/i/headshots/cricket/players/full/62175638.png,https://www.espncricinfo.com/cricketers/karim-janat-62175638
Kartik Sharma,7b679de5,Chennai Super Kings,https://a.espncdn.com/i/headshots/cricket/players/full/7b679de5.png,https://www.espncricinfo.com/cricketers/kartik-sharma-7b679de5
Kartik Tyagi,5d2eea49,Gujarat Titans,https://a.espncdn.com/i/headshots/cricket/players/full/5d2eea49.png,https://www.espncricinfo.com/cricketers/kartik-tyagi-5d2eea49
Krish Bhagat,e48a4814,Mumbai Indians,https://a.espncdn.com/i/headshots/cricket/players/full/e48a4814.png,https://www.espncricinfo.com/cricketers/krish-bhagat-e48a4814
Kuldeep Yadav,8d2c70ad,Delhi Capitals,https://a.espncdn.com/i/headshots/cricket/players/full/8d2c70ad.png,https://www.espncricinfo.com/cricketers/kuldeep-yadav-8d2c70ad
Kumar Kushagra,57ca01b3,Delhi Capitals,https://a.espncdn.com/i/headshots/cricket/players/full/57ca01b3.png,https://www.espncricinfo.com/cricketers/kumar-kushagra-57ca01b3
L Ablish,8b9704ae,Kings XI Punjab,https://a.espncdn.com/i/headshots/cricket/players/full/8b9704ae.png,https://www.espncricinfo.com/cricketers/l-ablish-8b9704ae
L Balaji,b2b50355,Chennai Super Kings,https://a.espncdn.com/i/headshots/cricket/players/full/b2b50355.png,https://www.espncricinfo.com/cricketers/l-balaji-b2b50355
L Ngidi,f834dcfc,Chennai Super Kings,https://a.espncdn.com/i/headshots/cricket/players/full/f834dcfc.png,https://www.espncricinfo.com/cricketers/l-ngidi-f834dcfc
L Ronchi,0fa5042b,Mumbai Indians,https://a.espncdn.com/i/headshots/cricket/players/full/0fa5042b.png,https://www.espncricinfo.com/cricketers/l-ronchi-0fa5042b
L Wood,65b6943c,Mumbai Indians,https://a.espncdn.com/i/headshots/cricket/players/full/65b6943c.png,https://www.espncricinfo.com/cricketers/l-wood-65b6943c
LA Carseldine,d872f52a,Rajasthan Royals,https://a.espncdn.com/i/headshots/cricket/players/full/d872f52a.png,https://www.espncricinfo.com/cricketers/la-carseldine-d872f52a
LA Pomersbach,b63ab531,Kings XI Punjab,https://a.espncdn.com/i/headshots/cricket/players/full/b63ab531.png,https://www.espncricinfo.com/cricketers/la-pomersbach-b63ab531
LB Williams,a1d95bd8,Delhi Capitals,https://a.espncdn.com/i/headshots/cricket/players/full/a1d95bd8.png,https://www.espncricinfo.com/cricketers/lb-williams-a1d95bd8
LE Plunkett,9a963804,Delhi Daredevils,https://a.espncdn.com/i/headshots/cricket/players/full/9a963804.png,https://www.espncricinfo.com/cricketers/le-plunkett-9a963804
LG Pretorius,60aa2db3,Rajasthan Royals,https://a.espncdn.com/i/headshots/cricket/players/full/60aa2db3.png,https://www.espncricinfo.com/cricketers/lg-pretorius-60aa2db3
LH Ferguson,2f9d0389,Gujarat Titans,https://a.espncdn.com/i/headshots/cricket/players/full/2f9d0389.png,https://www.espncricinfo.com/cricketers/lh-ferguson-2f9d0389
LI Meriwala,d3611425,Delhi Capitals,https://a.espncdn.com/i/headshots/cricket/players/full/d3611425.png,https://www.espncricinfo.com/cricketers/li-meriwala-d3611425
LJ Wright,cca50cd6,Pune Warriors,https://a.espncdn.com/i/headshots/cricket/players/full/cca50cd6.png,https://www.espncricinfo.com/cricketers/lj-wright-cca50cd6
LMP Simmons,89f64c19,Mumbai Indians,https://a.espncdn.com/i/headshots/cricket/players/full/89f64c19.png,https://www.espncricinfo.com/cricketers/lmp-simmons-89f64c19
LPC Silva,1be70c88,Deccan Chargers,https://a.espncdn.com/i/headshots/cricket/players/full/1be70c88.png,https://www.espncricinfo.com/cricketers/lpc-silva-1be70c88
LR Shukla,b1451597,Delhi Daredevils,https://a.espncdn.com/i/headshots/cricket/players/full/b1451597.png,https://www.espncricinfo.com/cricketers/lr-shukla-b1451597
