season,Player,Player_ID,Team,Opponent,Player_Matches_Against_Opponent,Player_Matches_Batting,Batting_Runs_Against_Opponent,Batting_Balls,Batting_Dismissals,Batting_Average_Against_Opponent,Strike_Rate_Against_Opponent,Fours,Sixes,Player_Matches_Bowling,Bowling_Balls,Overs,Bowling_Runs_Conceded,Bowling_Wickets,Bowling_Strike_Rate,Economy,Dot_Balls,Dot_Ball_Pct,Fours_Conceded,Sixes_Conceded,Team_Matches_Against_Opponent,Team_Wins_Against_Opponent,Team_Losses_Against_Opponent,Team_No_Results_Against_Opponent,Team_Win_Pct_Against_Opponent,Total_Player_Runs,Total_Player_Wickets,ESPN_Player_ID,Photo_URL,ESPN_Profile_URL
2012,SC Ganguly,725529bc,Pune Warriors,Royal Challengers Bangalore,1.0,1.0,6.0,8.0,1.0,6.0,75.0,0.0,0.0,,,,,,,,,,,,2,0,2,0,0.0,6.0,0.0,725529bc,https://a.espncdn.com/i/headshots/cricket/players/full/725529bc.png,https://www.espncricinfo.com/cricketers/sc-ganguly-725529bc
2012,SD Chitnis,facb9086,Kings XI Punjab,Chennai Super Kings,1.0,1.0,11.0,12.0,1.0,11.0,91.66666666666667,1.0,0.0,,,,,,,,,,,,2,2,0,0,100.0,11.0,0.0,facb9086,https://a.espncdn.com/i/headshots/cricket/players/full/facb9086.png,https://www.espncricinfo.com/cricketers/sd-chitnis-facb9086
2012,SD Chitnis,facb9086,Kings XI Punjab,Deccan Chargers,2.0,2.0,17.0,18.0,1.0,17.0,94.44444444444444,1.0,0.0,,,,,,,,,,,,2,2,0,0,100.0,17.0,0.0,facb9086,https://a.espncdn.com/i/headshots/cricket/players/full/facb9086.png,https://www.espncricinfo.com/cricketers/sd-chitnis-facb9086
2012,SD Chitnis,facb9086,Kings XI Punjab,Delhi Daredevils,1.0,1.0,38.0,32.0,1.0,38.0,118.75,5.0,1.0,,,,,,,,,,,,2,0,2,0,0.0,38.0,0.0,facb9086,https://a.espncdn.com/i/headshots/cricket/players/full/facb9086.png,https://www.espncricinfo.com/cricketers/sd-chitnis-facb9086
2012,SE Marsh,508a1ea7,Kings XI Punjab,Chennai Super Kings,1.0,1.0,32.0,22.0,0.0,,145.45454545454547,4.0,1.0,,,,,,,,,,,,2,2,0,0,100.0,32.0,0.0,508a1ea7,https://a.espncdn.com/i/headshots/cricket/players/full/508a1ea7.png,https://www.espncricinfo.com/cricketers/se-marsh-508a1ea7
2012,SE Marsh,508a1ea7,Kings XI Punjab,Deccan Chargers,2.0,2.0,33.0,27.0,2.0,16.5,122.22222222222223,5.0,0.0,,,,,,,,,,,,2,2,0,0,100.0,33.0,0.0,508a1ea7,https://a.espncdn.com/i/headshots/cricket/players/full/508a1ea7.png,https://www.espncricinfo.com/cricketers/se-marsh-508a1ea7
2012,SE Marsh,508a1ea7,Kings XI Punjab,Delhi Daredevils,1.0,1.0,13.0,15.0,1.0,13.0,86.66666666666667,3.0,0.0,,,,,,,,,,,,2,0,2,0,0.0,13.0,0.0,508a1ea7,https://a.espncdn.com/i/headshots/cricket/players/full/508a1ea7.png,https://www.espncricinfo.com/cricketers/se-marsh-508a1ea7
2012,SE Marsh,508a1ea7,Kings XI Punjab,Kolkata Knight Riders,2.0,2.0,34.0,36.0,2.0,17.0,94.44444444444444,4.0,0.0,,,,,,,,,,,,2,1,1,0,50.0,34.0,0.0,508a1ea7,https://a.espncdn.com/i/headshots/cricket/players/full/508a1ea7.png,https://www.espncricinfo.com/cricketers/se-marsh-508a1ea7
2012,SE Marsh,508a1ea7,Kings XI Punjab,Mumbai Indians,2.0,2.0,85.0,66.0,1.0,85.0,128.78787878787878,6.0,3.0,,,,,,,,,,,,2,1,1,0,50.0,85.0,0.0,508a1ea7,https://a.espncdn.com/i/headshots/cricket/players/full/508a1ea7.png,https://www.espncricinfo.com/cricketers/se-marsh-508a1ea7
2012,SE Marsh,508a1ea7,Kings XI Punjab,Pune Warriors,1.0,1.0,64.0,54.0,0.0,,118.51851851851852,7.0,1.0,,,,,,,,,,,,2,1,1,0,50.0,64.0,0.0,508a1ea7,https://a.espncdn.com/i/headshots/cricket/players/full/508a1ea7.png,https://www.espncricinfo.com/cricketers/se-marsh-508a1ea7
2012,SE Marsh,508a1ea7,Kings XI Punjab,Rajasthan Royals,2.0,2.0,41.0,33.0,2.0,20.5,124.24242424242425,6.0,1.0,,,,,,,,,,,,2,0,2,0,0.0,41.0,0.0,508a1ea7,https://a.espncdn.com/i/headshots/cricket/players/full/508a1ea7.png,https://www.espncricinfo.com/cricketers/se-marsh-508a1ea7
2012,SE Marsh,508a1ea7,Kings XI Punjab,Royal Challengers Bangalore,2.0,2.0,34.0,27.0,2.0,17.0,125.92592592592592,4.0,1.0,,,,,,,,,,,,2,1,1,0,50.0,34.0,0.0,508a1ea7,https://a.espncdn.com/i/headshots/cricket/players/full/508a1ea7.png,https://www.espncricinfo.com/cricketers/se-marsh-508a1ea7
2012,SK Raina,1dc12ab9,Chennai Super Kings,Deccan Chargers,2.0,2.0,48.0,36.0,2.0,24.0,133.33333333333334,5.0,2.0,2.0,18.0,3.0,15.0,2.0,9.0,5.0,5.0,27.77777777777778,1.0,0.0,2,2,0,0,100.0,48.0,2.0,1dc12ab9,https://a.espncdn.com/i/headshots/cricket/players/full/1dc12ab9.png,https://www.espncricinfo.com/cricketers/sk-raina-1dc12ab9
2012,SK Raina,1dc12ab9,Chennai Super Kings,Delhi Daredevils,3.0,3.0,72.0,53.0,2.0,36.0,135.8490566037736,4.0,5.0,,,,,,,,,,,,3,2,1,0,66.66666666666666,72.0,0.0,1dc12ab9,https://a.espncdn.com/i/headshots/cricket/players/full/1dc12ab9.png,https://www.espncricinfo.com/cricketers/sk-raina-1dc12ab9
2012,SK Raina,1dc12ab9,Chennai Super Kings,Kings XI Punjab,2.0,2.0,32.0,30.0,2.0,16.0,106.66666666666667,1.0,2.0,1.0,6.0,1.0,8.0,0.0,,8.0,1.0,16.666666666666668,1.0,0.0,2,0,2,0,0.0,32.0,0.0,1dc12ab9,https://a.espncdn.com/i/headshots/cricket/players/full/1dc12ab9.png,https://www.espncricinfo.com/cricketers/sk-raina-1dc12ab9
2012,SK Raina,1dc12ab9,Chennai Super Kings,Kolkata Knight Riders,3.0,3.0,125.0,82.0,3.0,41.666666666666664,152.4390243902439,8.0,6.0,2.0,30.0,5.0,39.0,0.0,,7.8,7.0,23.333333333333332,3.0,1.0,3,1,2,0,33.33333333333333,125.0,0.0,1dc12ab9,https://a.espncdn.com/i/headshots/cricket/players/full/1dc12ab9.png,https://www.espncricinfo.com/cricketers/sk-raina-1dc12ab9
2012,SK Raina,1dc12ab9,Chennai Super Kings,Mumbai Indians,3.0,3.0,72.0,48.0,3.0,24.0,150.0,5.0,3.0,,,,,,,,,,,,3,1,2,0,33.33333333333333,72.0,0.0,1dc12ab9,https://a.espncdn.com/i/headshots/cricket/players/full/1dc12ab9.png,https://www.espncricinfo.com/cricketers/sk-raina-1dc12ab9
2012,SK Raina,1dc12ab9,Chennai Super Kings,Pune Warriors,2.0,2.0,20.0,20.0,2.0,10.0,100.0,2.0,0.0,1.0,24.0,4.0,22.0,0.0,,5.5,7.0,29.166666666666668,0.0,1.0,2,1,1,0,50.0,20.0,0.0,1dc12ab9,https://a.espncdn.com/i/headshots/cricket/players/full/1dc12ab9.png,https://www.espncricinfo.com/cricketers/sk-raina-1dc12ab9
2012,SK Raina,1dc12ab9,Chennai Super Kings,Rajasthan Royals,2.0,2.0,49.0,41.0,2.0,24.5,119.51219512195122,8.0,0.0,,,,,,,,,,,,2,2,0,0,100.0,49.0,0.0,1dc12ab9,https://a.espncdn.com/i/headshots/cricket/players/full/1dc12ab9.png,https://www.espncricinfo.com/cricketers/sk-raina-1dc12ab9
2012,SK Raina,1dc12ab9,Chennai Super Kings,Royal Challengers Bangalore,1.0,1.0,23.0,14.0,1.0,23.0,164.28571428571428,3.0,1.0,1.0,6.0,1.0,21.0,0.0,,21.0,1.0,16.666666666666668,0.0,3.0,1,1,0,0,100.0,23.0,0.0,1dc12ab9,https://a.espncdn.com/i/headshots/cricket/players/full/1dc12ab9.png,https://www.espncricinfo.com/cricketers/sk-raina-1dc12ab9
2012,SK Trivedi,3d7e087f,Rajasthan Royals,Chennai Super Kings,2.0,,,,,,,,,2.0,48.0,8.0,48.0,2.0,24.0,6.0,15.0,31.25,1.0,2.0,2,0,2,0,0.0,0.0,2.0,3d7e087f,https://a.espncdn.com/i/headshots/cricket/players/full/3d7e087f.png,https://www.espncricinfo.com/cricketers/sk-trivedi-3d7e087f
2012,SK Trivedi,3d7e087f,Rajasthan Royals,Deccan Chargers,2.0,,,,,,,,,2.0,48.0,8.0,47.0,3.0,16.0,5.875,22.0,45.833333333333336,3.0,1.0,2,1,1,0,50.0,0.0,3.0,3d7e087f,https://a.espncdn.com/i/headshots/cricket/players/full/3d7e087f.png,https://www.espncricinfo.com/cricketers/sk-trivedi-3d7e087f
2012,SK Trivedi,3d7e087f,Rajasthan Royals,Kings XI Punjab,2.0,,,,,,,,,2.0,48.0,8.0,60.0,2.0,24.0,7.5,16.0,33.333333333333336,6.0,1.0,2,2,0,0,100.0,0.0,2.0,3d7e087f,https://a.espncdn.com/i/headshots/cricket/players/full/3d7e087f.png,https://www.espncricinfo.com/cricketers/sk-trivedi-3d7e087f
2012,SK Trivedi,3d7e087f,Rajasthan Royals,Kolkata Knight Riders,2.0,,,,,,,,,2.0,42.0,7.0,50.0,2.0,21.0,7.142857142857143,11.0,26.19047619047619,5.0,0.0,2,1,1,0,50.0,0.0,2.0,3d7e087f,https://a.espncdn.com/i/headshots/cricket/players/full/3d7e087f.png,https://www.espncricinfo.com/cricketers/sk-trivedi-3d7e087f
2012,SK Trivedi,3d7e087f,Rajasthan Royals,Mumbai Indians,2.0,1.0,5.0,6.0,0.0,,83.33333333333333,0.0,0.0,2.0,42.0,7.0,62.0,0.0,,8.857142857142858,7.0,16.666666666666668,4.0,1.0,2,0,2,0,0.0,5.0,0.0,3d7e087f,https://a.espncdn.com/i/headshots/cricket/players/full/3d7e087f.png,https://www.espncricinfo.com/cricketers/sk-trivedi-3d7e087f
2012,SK Trivedi,3d7e087f,Rajasthan Royals,Pune Warriors,2.0,,,,,,,,,2.0,36.0,6.0,44.0,0.0,,7.333333333333333,4.0,11.11111111111111,3.0,0.0,2,2,0,0,100.0,0.0,0.0,3d7e087f,https://a.espncdn.com/i/headshots/cricket/players/full/3d7e087f.png,https://www.espncricinfo.com/cricketers/sk-trivedi-3d7e087f
2012,SK Trivedi,3d7e087f,Rajasthan Royals,Royal Challengers Bangalore,2.0,,,,,,,,,2.0,48.0,8.0,69.0,4.0,12.0,8.625,15.0,31.25,3.0,4.0,2,1,1,0,50.0,0.0,4.0,3d7e087f,https://a.espncdn.com/i/headshots/cricket/players/full/3d7e087f.png,https://www.espncricinfo.com/cricketers/sk-trivedi-3d7e087f
2012,SL Malinga,a12e1d51,Mumbai Indians,Chennai Super Kings,3.0,2.0,17.0,17.0,2.0,8.5,100.0,1.0,1.0,3.0,71.0,11.833333333333334,82.0,5.0,14.2,6.929577464788732,30.0,42.25352112676056,8.0,1.0,3,2,1,0,66.66666666666666,17.0,5.0,a12e1d51,https://a.espncdn.com/i/headshots/cricket/players/full/a12e1d51.png,https://www.espncricinfo.com/cricketers/sl-malinga-a12e1d51
2012,SL Malinga,a12e1d51,Mumbai Indians,Deccan Chargers,2.0,,,,,,,,,2.0,46.0,7.666666666666667,43.0,7.0,6.571428571428571,5.608695652173913,23.0,50.0,2.0,2.0,2,2,0,0,100.0,0.0,7.0,a12e1d51,https://a.espncdn.com/i/headshots/cricket/players/full/a12e1d51.png,https://www.espncricinfo.com/cricketers/sl-malinga-a12e1d51
2012,SL Malinga,a12e1d51,Mumbai Indians,Delhi Daredevils,1.0,1.0,11.0,13.0,1.0,11.0,84.61538461538461,1.0,0.0,1.0,24.0,4.0,31.0,2.0,12.0,7.75,10.0,41.666666666666664,4.0,0.0,2,0,2,0,0.0,11.0,2.0,a12e1d51,https://a.espncdn.com/i/headshots/cricket/players/full/a12e1d51.png,https://www.espncricinfo.com/cricketers/sl-malinga-a12e1d51
2012,SL Malinga,a12e1d51,Mumbai Indians,Kolkata Knight Riders,2.0,1.0,8.0,6.0,1.0,8.0,133.33333333333334,0.0,1.0,2.0,48.0,8.0,59.0,1.0,48.0,7.375,12.0,25.0,5.0,1.0,2,1,1,0,50.0,8.0,1.0,a12e1d51,https://a.espncdn.com/i/headshots/cricket/players/full/a12e1d51.png,https://www.espncricinfo.com/cricketers/sl-malinga-a12e1d51
2012,SL Malinga,a12e1d51,Mumbai Indians,Pune Warriors,2.0,2.0,19.0,17.0,1.0,19.0,111.76470588235294,2.0,1.0,2.0,48.0,8.0,41.0,4.0,12.0,5.125,25.0,52.083333333333336,4.0,0.0,2,1,1,0,50.0,19.0,4.0,a12e1d51,https://a.espncdn.com/i/headshots/cricket/players/full/a12e1d51.png,https://www.espncricinfo.com/cricketers/sl-malinga-a12e1d51
2012,SL Malinga,a12e1d51,Mumbai Indians,Rajasthan Royals,2.0,,,,,,,,,2.0,48.0,8.0,45.0,3.0,16.0,5.625,23.0,47.916666666666664,4.0,0.0,2,2,0,0,100.0,0.0,3.0,a12e1d51,https://a.espncdn.com/i/headshots/cricket/players/full/a12e1d51.png,https://www.espncricinfo.com/cricketers/sl-malinga-a12e1d51
2012,SL Malinga,a12e1d51,Mumbai Indians,Royal Challengers Bangalore,2.0,,,,,,,,,2.0,48.0,8.0,49.0,0.0,,6.125,22.0,45.833333333333336,4.0,1.0,2,1,1,0,50.0,0.0,0.0,a12e1d51,https://a.espncdn.com/i/headshots/cricket/players/full/a12e1d51.png,https://www.espncricinfo.com/cricketers/sl-malinga-a12e1d51
2012,SP Goswami,541f85c9,Rajasthan Royals,Deccan Chargers,1.0,1.0,3.0,3.0,1.0,3.0,100.0,0.0,0.0,,,,,,,,,,,,2,1,1,0,50.0,3.0,0.0,541f85c9,https://a.espncdn.com/i/headshots/cricket/players/full/541f85c9.png,https://www.espncricinfo.com/cricketers/sp-goswami-541f85c9
2012,SP Goswami,541f85c9,Rajasthan Royals,Delhi Daredevils,1.0,1.0,18.0,21.0,0.0,,85.71428571428571,1.0,0.0,,,,,,,,,,,,2,0,2,0,0.0,18.0,0.0,541f85c9,https://a.espncdn.com/i/headshots/cricket/players/full/541f85c9.png,https://www.espncricinfo.com/cricketers/sp-goswami-541f85c9
2012,SP Goswami,541f85c9,Rajasthan Royals,Kolkata Knight Riders,2.0,2.0,47.0,40.0,3.0,15.666666666666666,117.5,3.0,1.0,,,,,,,,,,,,2,1,1,0,50.0,47.0,0.0,541f85c9,https://a.espncdn.com/i/headshots/cricket/players/full/541f85c9.png,https://www.espncricinfo.com/cricketers/sp-goswami-541f85c9
2012,SP Goswami,541f85c9,Rajasthan Royals,Mumbai Indians,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2,0,2,0,0.0,0.0,0.0,541f85c9,https://a.espncdn.com/i/headshots/cricket/players/full/541f85c9.png,https://www.espncricinfo.com/cricketers/sp-goswami-541f85c9
2012,SP Goswami,541f85c9,Rajasthan Royals,Royal Challengers Bangalore,1.0,1.0,1.0,2.0,1.0,1.0,50.0,0.0,0.0,,,,,,,,,,,,2,1,1,0,50.0,1.0,0.0,541f85c9,https://a.espncdn.com/i/headshots/cricket/players/full/541f85c9.png,https://www.espncricinfo.com/cricketers/sp-goswami-541f85c9
2012,SP Narine,9d430b40,Kolkata Knight Riders,Chennai Super Kings,3.0,,,,,,,,,3.0,72.0,12.0,75.0,3.0,24.0,6.25,26.0,36.111111111111114,2.0,2.0,3,2,1,0,66.66666666666666,0.0,3.0,9d430b40,https://a.espncdn.com/i/headshots/cricket/players/full/9d430b40.png,https://www.espncricinfo.com/cricketers/sp-narine-9d430b40
2012,SP Narine,9d430b40,Kolkata Knight Riders,Deccan Chargers,1.0,,,,,,,,,1.0,24.0,4.0,26.0,2.0,12.0,6.5,10.0,41.666666666666664,2.0,1.0,1,1,0,0,100.0,0.0,2.0,9d430b40,https://a.espncdn.com/i/headshots/cricket/players/full/9d430b40.png,https://www.espncricinfo.com/cricketers/sp-narine-9d430b40
2012,SP Narine,9d430b40,Kolkata Knight Riders,Delhi Daredevils,2.0,,,,,,,,,2.0,48.0,8.0,47.0,4.0,12.0,5.875,25.0,52.083333333333336,2.0,2.0,3,2,1,0,66.66666666666666,0.0,4.0,9d430b40,https://a.espncdn.com/i/headshots/cricket/players/full/9d430b40.png,https://www.espncricinfo.com/cricketers/sp-narine-9d430b40
2012,SP Narine,9d430b40,Kolkata Knight Riders,Kings XI Punjab,2.0,,,,,,,,,2.0,48.0,8.0,43.0,7.0,6.857142857142857,5.375,24.0,50.0,3.0,2.0,2,1,1,0,50.0,0.0,7.0,9d430b40,https://a.espncdn.com/i/headshots/cricket/players/full/9d430b40.png,https://www.espncricinfo.com/cricketers/sp-narine-9d430b40
2012,SP Narine,9d430b40,Kolkata Knight Riders,Mumbai Indians,2.0,1.0,9.0,6.0,0.0,,150.0,2.0,0.0,2.0,43.0,7.166666666666667,43.0,4.0,10.75,6.0,22.0,51.16279069767442,4.0,2.0,2,1,1,0,50.0,9.0,4.0,9d430b40,https://a.espncdn.com/i/headshots/cricket/players/full/9d430b40.png,https://www.espncricinfo.com/cricketers/sp-narine-9d430b40
2012,SP Narine,9d430b40,Kolkata Knight Riders,Pune Warriors,2.0,,,,,,,,,2.0,48.0,8.0,28.0,2.0,24.0,3.5,26.0,54.166666666666664,1.0,0.0,2,2,0,0,100.0,0.0,2.0,9d430b40,https://a.espncdn.com/i/headshots/cricket/players/full/9d430b40.png,https://www.espncricinfo.com/cricketers/sp-narine-9d430b40
2012,SP Narine,9d430b40,Kolkata Knight Riders,Rajasthan Royals,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,48.0,8.0,51.0,1.0,48.0,6.375,18.0,37.5,3.0,1.0,2,1,1,0,50.0,0.0,1.0,9d430b40,https://a.espncdn.com/i/headshots/cricket/players/full/9d430b40.png,https://www.espncricinfo.com/cricketers/sp-narine-9d430b40
2012,SP Narine,9d430b40,Kolkata Knight Riders,Royal Challengers Bangalore,1.0,,,,,,,,,1.0,24.0,4.0,11.0,1.0,24.0,2.75,13.0,54.166666666666664,0.0,0.0,2,2,0,0,100.0,0.0,1.0,9d430b40,https://a.espncdn.com/i/headshots/cricket/players/full/9d430b40.png,https://www.espncricinfo.com/cricketers/sp-narine-9d430b40
2012,SPD Smith,30a45b23,Pune Warriors,Chennai Super Kings,2.0,2.0,67.0,42.0,1.0,67.0,159.52380952380952,4.0,3.0,,,,,,,,,,,,2,1,1,0,50.0,67.0,0.0,30a45b23,https://a.espncdn.com/i/headshots/cricket/players/full/30a45b23.png,https://www.espncricinfo.com/cricketers/spd-smith-30a45b23
2012,SPD Smith,30a45b23,Pune Warriors,Deccan Chargers,2.0,2.0,73.0,38.0,1.0,73.0,192.10526315789474,3.0,5.0,,,,,,,,,,,,2,0,2,0,0.0,73.0,0.0,30a45b23,https://a.espncdn.com/i/headshots/cricket/players/full/30a45b23.png,https://www.espncricinfo.com/cricketers/spd-smith-30a45b23
2012,SPD Smith,30a45b23,Pune Warriors,Delhi Daredevils,1.0,1.0,34.0,13.0,0.0,,261.53846153846155,4.0,2.0,,,,,,,,,,,,2,1,1,0,50.0,34.0,0.0,30a45b23,https://a.espncdn.com/i/headshots/cricket/players/full/30a45b23.png,https://www.espncricinfo.com/cricketers/spd-smith-30a45b23
2012,SPD Smith,30a45b23,Pune Warriors,Kings XI Punjab,2.0,2.0,38.0,25.0,2.0,19.0,152.0,1.0,3.0,,,,,,,,,,,,2,1,1,0,50.0,38.0,0.0,30a45b23,https://a.espncdn.com/i/headshots/cricket/players/full/30a45b23.png,https://www.espncricinfo.com/cricketers/spd-smith-30a45b23
2012,SPD Smith,30a45b23,Pune Warriors,Kolkata Knight Riders,1.0,1.0,14.0,15.0,1.0,14.0,93.33333333333333,1.0,0.0,,,,,,,,,,,,2,0,2,0,0.0,14.0,0.0,30a45b23,https://a.espncdn.com/i/headshots/cricket/players/full/30a45b23.png,https://www.espncricinfo.com/cricketers/spd-smith-30a45b23
2012,SPD Smith,30a45b23,Pune Warriors,Mumbai Indians,2.0,2.0,41.0,38.0,2.0,20.5,107.89473684210526,4.0,0.0,,,,,,,,,,,,2,1,1,0,50.0,41.0,0.0,30a45b23,https://a.espncdn.com/i/headshots/cricket/players/full/30a45b23.png,https://www.espncricinfo.com/cricketers/spd-smith-30a45b23
2012,SPD Smith,30a45b23,Pune Warriors,Rajasthan Royals,2.0,2.0,55.0,52.0,2.0,27.5,105.76923076923077,6.0,0.0,1.0,2.0,0.3333333333333333,5.0,0.0,,15.0,0.0,0.0,1.0,0.0,2,0,2,0,0.0,55.0,0.0,30a45b23,https://a.espncdn.com/i/headshots/cricket/players/full/30a45b23.png,https://www.espncricinfo.com/cricketers/spd-smith-30a45b23
2012,SPD Smith,30a45b23,Pune Warriors,Royal Challengers Bangalore,2.0,2.0,40.0,39.0,1.0,40.0,102.56410256410257,1.0,1.0,,,,,,,,,,,,2,0,2,0,0.0,40.0,0.0,30a45b23,https://a.espncdn.com/i/headshots/cricket/players/full/30a45b23.png,https://www.espncricinfo.com/cricketers/spd-smith-30a45b23
2012,SR Tendulkar,d2c2b2d5,Mumbai Indians,Chennai Super Kings,3.0,3.0,101.0,70.0,3.0,33.666666666666664,144.28571428571428,14.0,2.0,,,,,,,,,,,,3,2,1,0,66.66666666666666,101.0,0.0,d2c2b2d5,https://a.espncdn.com/i/headshots/cricket/players/full/d2c2b2d5.png,https://www.espncricinfo.com/cricketers/sr-tendulkar-d2c2b2d5
2012,SR Tendulkar,d2c2b2d5,Mumbai Indians,Deccan Chargers,1.0,1.0,14.0,14.0,1.0,14.0,100.0,1.0,0.0,,,,,,,,,,,,2,2,0,0,100.0,14.0,0.0,d2c2b2d5,https://a.espncdn.com/i/headshots/cricket/players/full/d2c2b2d5.png,https://www.espncricinfo.com/cricketers/sr-tendulkar-d2c2b2d5
2012,SR Tendulkar,d2c2b2d5,Mumbai Indians,Delhi Daredevils,1.0,1.0,7.0,7.0,1.0,7.0,100.0,0.0,1.0,,,,,,,,,,,,2,0,2,0,0.0,7.0,0.0,d2c2b2d5,https://a.espncdn.com/i/headshots/cricket/players/full/d2c2b2d5.png,https://www.espncricinfo.com/cricketers/sr-tendulkar-d2c2b2d5
2012,SR Tendulkar,d2c2b2d5,Mumbai Indians,Kings XI Punjab,2.0,2.0,57.0,52.0,2.0,28.5,109.61538461538461,7.0,0.0,,,,,,,,,,,,2,1,1,0,50.0,57.0,0.0,d2c2b2d5,https://a.espncdn.com/i/headshots/cricket/players/full/d2c2b2d5.png,https://www.espncricinfo.com/cricketers/sr-tendulkar-d2c2b2d5
2012,SR Tendulkar,d2c2b2d5,Mumbai Indians,Kolkata Knight Riders,2.0,2.0,29.0,26.0,2.0,14.5,111.53846153846153,3.0,1.0,,,,,,,,,,,,2,1,1,0,50.0,29.0,0.0,d2c2b2d5,https://a.espncdn.com/i/headshots/cricket/players/full/d2c2b2d5.png,https://www.espncricinfo.com/cricketers/sr-tendulkar-d2c2b2d5
2012,SR Tendulkar,d2c2b2d5,Mumbai Indians,Pune Warriors,1.0,1.0,34.0,35.0,1.0,34.0,97.14285714285714,4.0,0.0,,,,,,,,,,,,2,1,1,0,50.0,34.0,0.0,d2c2b2d5,https://a.espncdn.com/i/headshots/cricket/players/full/d2c2b2d5.png,https://www.espncricinfo.com/cricketers/sr-tendulkar-d2c2b2d5
2012,SR Tendulkar,d2c2b2d5,Mumbai Indians,Rajasthan Royals,1.0,1.0,58.0,51.0,0.0,,113.72549019607843,6.0,0.0,,,,,,,,,,,,2,2,0,0,100.0,58.0,0.0,d2c2b2d5,https://a.espncdn.com/i/headshots/cricket/players/full/d2c2b2d5.png,https://www.espncricinfo.com/cricketers/sr-tendulkar-d2c2b2d5
2012,SR Tendulkar,d2c2b2d5,Mumbai Indians,Royal Challengers Bangalore,2.0,2.0,24.0,28.0,2.0,12.0,85.71428571428571,4.0,0.0,,,,,,,,,,,,2,1,1,0,50.0,24.0,0.0,d2c2b2d5,https://a.espncdn.com/i/headshots/cricket/players/full/d2c2b2d5.png,https://www.espncricinfo.com/cricketers/sr-tendulkar-d2c2b2d5
2012,SR Watson,4329fbb5,Rajasthan Royals,Chennai Super Kings,1.0,1.0,5.0,11.0,1.0,5.0,45.45454545454545,1.0,0.0,1.0,18.0,3.0,32.0,1.0,18.0,10.666666666666666,9.0,50.0,4.0,2.0,2,0,2,0,0.0,5.0,1.0,4329fbb5,https://a.espncdn.com/i/headshots/cricket/players/full/4329fbb5.png,https://www.espncricinfo.com/cricketers/sr-watson-4329fbb5
2012,SR Watson,4329fbb5,Rajasthan Royals,Deccan Chargers,1.0,1.0,13.0,13.0,1.0,13.0,100.0,1.0,1.0,1.0,12.0,2.0,14.0,0.0,,7.0,5.0,41.666666666666664,2.0,0.0,2,1,1,0,50.0,13.0,0.0,4329fbb5,https://a.espncdn.com/i/headshots/cricket/players/full/4329fbb5.png,https://www.espncricinfo.com/cricketers/sr-watson-4329fbb5
2012,SR Watson,4329fbb5,Rajasthan Royals,Delhi Daredevils,1.0,1.0,8.0,9.0,1.0,8.0,88.88888888888889,0.0,1.0,1.0,24.0,4.0,29.0,1.0,24.0,7.25,10.0,41.666666666666664,5.0,0.0,2,0,2,0,0.0,8.0,1.0,4329fbb5,https://a.espncdn.com/i/headshots/cricket/players/full/4329fbb5.png,https://www.espncricinfo.com/cricketers/sr-watson-4329fbb5
2012,SR Watson,4329fbb5,Rajasthan Royals,Kings XI Punjab,1.0,1.0,36.0,17.0,1.0,36.0,211.76470588235293,4.0,2.0,1.0,24.0,4.0,22.0,2.0,12.0,5.5,15.0,62.5,4.0,0.0,2,2,0,0,100.0,36.0,2.0,4329fbb5,https://a.espncdn.com/i/headshots/cricket/players/full/4329fbb5.png,https://www.espncricinfo.com/cricketers/sr-watson-4329fbb5
2012,SR Watson,4329fbb5,Rajasthan Royals,Mumbai Indians,1.0,1.0,45.0,36.0,1.0,45.0,125.0,4.0,2.0,1.0,18.0,3.0,17.0,0.0,,5.666666666666667,11.0,61.111111111111114,3.0,0.0,2,0,2,0,0.0,45.0,0.0,4329fbb5,https://a.espncdn.com/i/headshots/cricket/players/full/4329fbb5.png,https://www.espncricinfo.com/cricketers/sr-watson-4329fbb5
2012,SR Watson,4329fbb5,Rajasthan Royals,Pune Warriors,2.0,2.0,148.0,82.0,1.0,148.0,180.4878048780488,16.0,8.0,2.0,42.0,7.0,47.0,2.0,21.0,6.714285714285714,12.0,28.571428571428573,5.0,0.0,2,2,0,0,100.0,148.0,2.0,4329fbb5,https://a.espncdn.com/i/headshots/cricket/players/full/4329fbb5.png,https://www.espncricinfo.com/cricketers/sr-watson-4329fbb5
2012,SS Tiwary,709b0bac,Royal Challengers Bangalore,Chennai Super Kings,1.0,1.0,8.0,6.0,1.0,8.0,133.33333333333334,1.0,0.0,,,,,,,,,,,,1,0,1,0,0.0,8.0,0.0,709b0bac,https://a.espncdn.com/i/headshots/cricket/players/full/709b0bac.png,https://www.espncricinfo.com/cricketers/ss-tiwary-709b0bac
2012,SS Tiwary,709b0bac,Royal Challengers Bangalore,Deccan Chargers,1.0,1.0,30.0,27.0,1.0,30.0,111.11111111111111,1.0,1.0,,,,,,,,,,,,2,1,1,0,50.0,30.0,0.0,709b0bac,https://a.espncdn.com/i/headshots/cricket/players/full/709b0bac.png,https://www.espncricinfo.com/cricketers/ss-tiwary-709b0bac
